tweet_id,author,text,intent,agent_reply,source
200048,user_alex_200048,"@AppleSupport hey, my apple id got disabled and i dont know why",apple_id_account_access,@user_alex_200048 We can help you get back in. Please DM us so we can walk through account recovery steps.,synthetic
200084,user_sofia_200084,"@AppleSupport hey, got charged for an app subscription i already cancelled months ago pls help",billing_subscription_dispute,@user_sofia_200084 We'd like to help with this. DM us your Apple ID email and we'll check the billing history.,synthetic
200042,user_nicole_200042,@AppleSupport app store keeps asking me to sign in again and again,apple_id_account_access,@user_nicole_200042 Sorry about that! Please DM us your email associated with the Apple ID so we can look into this.,synthetic
200020,user_maria_200020,"@AppleSupport my phone is so laggy since the update, everything takes forever to load",software_update_device_issue,@user_maria_200020 Is there a particular app that seems to cause these issues more than others? What model iPhone are you using? Join us in DM.,synthetic
200028,user_dana_200028,@AppleSupport wifi keeps disconnecting every few minutes since i updated my phone ...,software_update_device_issue,@user_dana_200028 We'd love to help! Please DM us and let us know any steps you've tried since experiencing these behaviors.,synthetic
200080,user_kelly_200080,@AppleSupport subscription renewed even though i turned off auto renew ...,billing_subscription_dispute,@user_kelly_200080 We understand the frustration. Send us a DM with the order details or receipt so we can help.,synthetic
200115,user_leah_200115,"@AppleSupport hey, screen has dead pixels since yesterday, never dropped it !!",hardware_physical_damage,@user_leah_200115 We can help with that. DM us your device model so we can check service options near you.,synthetic
200174,user_tom_200174,@AppleSupport does anyone actually check these messages 🙄,general_complaint_or_praise,@user_tom_200174 We're sorry to hear that and appreciate you flagging it. Please DM us so we can make this right.,synthetic
200178,user_alex_200178,@AppleSupport does anyone actually check these messages,general_complaint_or_praise,@user_alex_200178 We're sorry to hear that and appreciate you flagging it. Please DM us so we can make this right.,synthetic
200015,user_priya_200015,"@AppleSupport cant believe how bad my battery life got after this update, its unusable 😡",software_update_device_issue,@user_priya_200015 Let's take a look. What is the exact iOS you're using? Are you using any specific apps when noticing this? DM us your reply.,synthetic
200169,user_kelly_200169,@AppleSupport does anyone actually check these messages,general_complaint_or_praise,@user_kelly_200169 We're sorry to hear that and appreciate you flagging it. Please DM us so we can make this right.,synthetic
200175,user_omar_200175,@AppleSupport so disappointed with the support ive gotten this week 😡,general_complaint_or_praise,@user_omar_200175 We hear you and we're sorry for the delay. DM us your account details so we can help directly.,synthetic
200036,user_priya_200036,@AppleSupport verification code never arrives when i try to sign into my apple id smh,apple_id_account_access,@user_priya_200036 Let's fix this together. DM us with when this started and we'll go from there.,synthetic
200172,user_ben_200172,"@AppleSupport hey, so disappointed with the support ive gotten this week pls help",general_complaint_or_praise,"@user_ben_200172 Thank you for the kind words, we'll pass that along to the team!",synthetic
200006,user_maria_200006,"@AppleSupport hey, cant believe how bad my battery life got after this update, its unusable 🙄",software_update_device_issue,@user_maria_200006 We'd love to help! Please DM us and let us know any steps you've tried since experiencing these behaviors.,synthetic
200054,user_tom_200054,@AppleSupport forgot my apple id password and the reset link isnt coming through ...,apple_id_account_access,@user_tom_200054 We can help you get back in. Please DM us so we can walk through account recovery steps.,synthetic
200013,user_tom_200013,"@AppleSupport keyboard is lagging so bad since i updated, this update is a disaster",software_update_device_issue,"@user_tom_200013 Battery life is important, and we're here for you. DM us the iOS version your iPhone is running. We'll go from there.",synthetic
200100,user_ryan_200100,"@AppleSupport hey, screen has dead pixels since yesterday, never dropped it pls help",hardware_physical_damage,@user_ryan_200100 We're here to help. Please DM us with more detail on the device and issue.,synthetic
200037,user_omar_200037,"@AppleSupport cant reset my password, the email link keeps expiring ...",apple_id_account_access,@user_omar_200037 We'd like to provide some assistance with this. Tell us more about the issue you're experiencing in DM. We'll go from there.,synthetic
200152,user_amy_200152,@AppleSupport thanks for finally getting back to me after days of waiting,general_complaint_or_praise,"@user_amy_200152 Sorry for the trouble, we're here now. Please DM us with more details so we can assist.",synthetic
200014,user_leah_200014,@AppleSupport screen keeps flickering since the software update last week smh,software_update_device_issue,"@user_leah_200014 Battery life is important, and we're here for you. DM us the iOS version your iPhone is running. We'll go from there.",synthetic
200170,user_jake_200170,"@AppleSupport hey, just have a general question about my warranty coverage pls help",general_complaint_or_praise,@user_jake_200170 Glad we could help! Let us know if anything else comes up.,synthetic
200106,user_dana_200106,"@AppleSupport hey, home button completely stopped working out of nowhere",hardware_physical_damage,@user_dana_200106 Let's find the best fix for this. Please DM us with your device model and what happened.,synthetic
200124,user_derek_200124,"@AppleSupport hey, how do i backup my phone before i sell it pls help",how_to_question,@user_derek_200124 Happy to help with that! Please DM us and we'll walk you through the steps.,synthetic
200057,user_dana_200057,"@AppleSupport account got locked after too many login attempts, need help asap !!",apple_id_account_access,@user_dana_200057 Sorry about that! Please DM us your email associated with the Apple ID so we can look into this.,synthetic
200047,user_victor_200047,"@AppleSupport hey, cant sign into icloud on my new phone, keeps saying incorrect password ...",apple_id_account_access,@user_victor_200047 Sorry about that! Please DM us your email associated with the Apple ID so we can look into this.,synthetic
200156,user_jake_200156,"@AppleSupport hey, worst experience ive had with any tech company honestly ...",general_complaint_or_praise,@user_jake_200156 We hear you and we're sorry for the delay. DM us your account details so we can help directly.,synthetic
